parent,task,run,fold,tri_unanimous_q20_vote,char_margin_matched_vote,unanimous_crc_matched_vote,char_crc_matched_vote,random_on_primary_vote,oracle_all_vote,random_all_vote
text-normalization-challenge-russian-language__6e4a69136e91434887671f2fc1a1b3fb,text-normalization-challenge-russian-language,cards_senior_0809.jsonl:21,3,,,,,,-1,-1
text-normalization-challenge-russian-language__6ed2910160a442c485f7854dc1bc0725,text-normalization-challenge-russian-language,cards_senior_0809.jsonl:24,4,,,,,,1,1
text-normalization-challenge-russian-language__7556bbc653644ae58fa305aaf5045cf3,text-normalization-challenge-russian-language,cards_senior_0810.jsonl:29,2,,1,,,,-1,-1
text-normalization-challenge-russian-language__75b22b39aa1b4d42b705ed024962f4f6,text-normalization-challenge-russian-language,cards_senior_0809.jsonl:24,4,1,,1,,1,1,1
text-normalization-challenge-russian-language__7ae1ae7ddfdd457f8c25bd9cc62ee944,text-normalization-challenge-russian-language,cards_senior_0809.jsonl:24,4,,,,,,-1,-1
text-normalization-challenge-russian-language__81661e4c4f6243b290309c61bd66b601,text-normalization-challenge-russian-language,cards_senior_0809.jsonl:21,3,,,-1,,,-1,1
text-normalization-challenge-russian-language__8b27ec22803b4486b670d8b0fdeaf547,text-normalization-challenge-russian-language,cards_senior_0809.jsonl:25,4,-1,,-1,-1,1,-1,1
text-normalization-challenge-russian-language__8c09c93329eb49f8a6879a4972c3f105,text-normalization-challenge-russian-language,cards_senior_0809.jsonl:21,3,,-1,,-1,,-1,1
text-normalization-challenge-russian-language__8c5ba2f6dbef4e6f8be7b37d3a405ff0,text-normalization-challenge-russian-language,cards_senior_0809.jsonl:25,4,,,,-1,,-1,1
text-normalization-challenge-russian-language__8cf4543003834d79ad9dcce70e9a2985,text-normalization-challenge-russian-language,cards_senior_0810.jsonl:31,2,,1,,,,1,1
text-normalization-challenge-russian-language__8eae435f67924d6aaff11d1eba35f1e2,text-normalization-challenge-russian-language,cards_senior_0809.jsonl:24,4,1,,1,,1,1,-1
text-normalization-challenge-russian-language__8f92e8170de64e09ac476f0f52a480d3,text-normalization-challenge-russian-language,cards_senior_0809.jsonl:21,3,,,,,,1,-1
text-normalization-challenge-russian-language__8facefa640104fbe952323fcced2ba51,text-normalization-challenge-russian-language,cards_senior_0809.jsonl:22,1,,,,,,-1,-1
text-normalization-challenge-russian-language__90bf483be9484c92a8604555ce269ab2,text-normalization-challenge-russian-language,cards_senior_0809.jsonl:24,4,,,,-1,,1,1
text-normalization-challenge-russian-language__92463c799a624bba8b8a543b1cd216ae,text-normalization-challenge-russian-language,cards_senior_0810.jsonl:31,2,-1,,-1,-1,-1,-1,1
text-normalization-challenge-russian-language__93802983a5874a27b7d6bc02778aef50,text-normalization-challenge-russian-language,cards_senior_0809.jsonl:24,4,-1,,,,-1,-1,1
text-normalization-challenge-russian-language__a6015c0f09a44cddb0306712ceb87f8a,text-normalization-challenge-russian-language,cards_senior_0810.jsonl:31,2,,-1,,-1,,1,1
text-normalization-challenge-russian-language__a6c510fc896943d5bfeec7221971fbef,text-normalization-challenge-russian-language,cards_senior_0809.jsonl:24,4,,,,,,1,1
text-normalization-challenge-russian-language__a9fbb8ed58c6413fb858732c748c9337,text-normalization-challenge-russian-language,cards_senior_0809.jsonl:21,3,,,,-1,,-1,-1
text-normalization-challenge-russian-language__ac3bc74496144e34be8ca665c4a78a3b,text-normalization-challenge-russian-language,cards_senior_0809.jsonl:22,1,,1,,,,-1,1
text-normalization-challenge-russian-language__adcbb9c1386241a18e608af9f8e308da,text-normalization-challenge-russian-language,cards_senior_0810.jsonl:28,0,,,,,,1,1
text-normalization-challenge-russian-language__b0ccea70a2354152add1510c6fefc1d3,text-normalization-challenge-russian-language,cards_senior_0810.jsonl:28,0,,,,1,,-1,-1
text-normalization-challenge-russian-language__b1a19566ad0f4fe99645bf8bdf46ba77,text-normalization-challenge-russian-language,cards_senior_0809.jsonl:21,3,-1,-1,-1,-1,-1,1,1
text-normalization-challenge-russian-language__b1d2c5bad7de443f973b6ae0fe829d67,text-normalization-challenge-russian-language,cards_senior_0809.jsonl:21,3,,,,,,1,-1
text-normalization-challenge-russian-language__b3259f48ce4f435f9eaa3ea2f2e9eead,text-normalization-challenge-russian-language,cards_senior_0809.jsonl:21,3,,,,,,1,-1
text-normalization-challenge-russian-language__b6d71fe0909c467fb29166da82011b59,text-normalization-challenge-russian-language,cards_senior_0810.jsonl:28,0,,-1,,,,1,1
text-normalization-challenge-russian-language__b6dbf0289849479181c5a33822fdc3f1,text-normalization-challenge-russian-language,cards_senior_0809.jsonl:25,4,,,,,,1,1
text-normalization-challenge-russian-language__bc6e184a4b4141928ec64ce135662ca4,text-normalization-challenge-russian-language,cards_senior_0809.jsonl:21,3,,,,,,1,1
text-normalization-challenge-russian-language__bc71b30959cb4d3f8453de8cb5ba2b93,text-normalization-challenge-russian-language,cards_senior_0809.jsonl:25,4,,,,-1,,1,-1
text-normalization-challenge-russian-language__be121cd6c58c4986a9f66500d4b4a7eb,text-normalization-challenge-russian-language,cards_senior_0809.jsonl:22,1,,,,,,-1,-1
text-normalization-challenge-russian-language__c23190c801904639a3295e0ecae733e7,text-normalization-challenge-russian-language,cards_senior_0809.jsonl:25,4,,-1,,,,-1,-1
text-normalization-challenge-russian-language__c5b5718668c4449ead63b13421bc5c85,text-normalization-challenge-russian-language,cards_senior_0809.jsonl:25,4,,,,,,-1,1
text-normalization-challenge-russian-language__c5c002ec246e4f77acdf720dec6a31d3,text-normalization-challenge-russian-language,cards_senior_0809.jsonl:24,4,,-1,,,,1,-1
text-normalization-challenge-russian-language__c76d15369d3c4452ac5cbbcbc9a15e66,text-normalization-challenge-russian-language,cards_senior_0810.jsonl:26,0,,,,1,,-1,-1
text-normalization-challenge-russian-language__c8fe4af6166c4bc98c71aac491597559,text-normalization-challenge-russian-language,cards_senior_0809.jsonl:24,4,-1,,-1,,-1,-1,1
text-normalization-challenge-russian-language__cb19eedd22e042eaa8a6dbf3206eeaa8,text-normalization-challenge-russian-language,cards_senior_0809.jsonl:21,3,,,,,,1,1
text-normalization-challenge-russian-language__ccc70e69212f4fddbdb81309faf94e90,text-normalization-challenge-russian-language,cards_senior_0809.jsonl:21,3,-1,,-1,,-1,-1,-1
text-normalization-challenge-russian-language__cd66ff9e62e547a18be5d8ca68653d2b,text-normalization-challenge-russian-language,cards_senior_0809.jsonl:21,3,-1,,-1,,1,1,1
text-normalization-challenge-russian-language__ce3fa435460d407c9dea7895d1ba1bdb,text-normalization-challenge-russian-language,cards_senior_0809.jsonl:22,1,,1,,,,-1,1
text-normalization-challenge-russian-language__ce85d247a2f84d3fab23f37ccb0db6d5,text-normalization-challenge-russian-language,cards_senior_0809.jsonl:24,4,,,,,,1,-1
text-normalization-challenge-russian-language__cf7ea7865e854ec2bb6a2e7ea0b17d8a,text-normalization-challenge-russian-language,cards_senior_0810.jsonl:31,2,,1,,,,-1,1
text-normalization-challenge-russian-language__d14ddc1ffa6b4bfd8ff3e095ea9434ba,text-normalization-challenge-russian-language,cards_senior_0809.jsonl:25,4,1,,1,,-1,1,-1
text-normalization-challenge-russian-language__d2eb59f7731b4de2828c28c921b57bc2,text-normalization-challenge-russian-language,cards_senior_0809.jsonl:21,3,,,,,,1,1
text-normalization-challenge-russian-language__d73d48298f4e406181dcb4a8b5b33e75,text-normalization-challenge-russian-language,cards_senior_0810.jsonl:31,2,-1,,-1,,1,-1,-1
text-normalization-challenge-russian-language__da556b4ceff64737b12e9716f1c7d0a6,text-normalization-challenge-russian-language,cards_senior_0809.jsonl:21,3,,1,,,,-1,-1
text-normalization-challenge-russian-language__dc8df32f3ba24ad6b4bfc559d1e3da30,text-normalization-challenge-russian-language,cards_senior_0810.jsonl:29,2,,,,-1,,1,1
text-normalization-challenge-russian-language__de6aa5d250bf40fbba53f8fe6d4d97e4,text-normalization-challenge-russian-language,cards_senior_0809.jsonl:21,3,,,,,,-1,-1
text-normalization-challenge-russian-language__e0f3428bdf814a47a9dd296f0d403530,text-normalization-challenge-russian-language,cards_senior_0809.jsonl:24,4,,,,1,,1,1
text-normalization-challenge-russian-language__e1b381cfddd2485a9620964bb0bc89e1,text-normalization-challenge-russian-language,cards_senior_0809.jsonl:21,3,,,,,,-1,-1
text-normalization-challenge-russian-language__e4c4abdb68f542f585b271fa945e11e3,text-normalization-challenge-russian-language,cards_senior_0809.jsonl:24,4,-1,,-1,,1,-1,-1
text-normalization-challenge-russian-language__e6c60390024c49ee915cf6fe5c40674a,text-normalization-challenge-russian-language,cards_senior_0810.jsonl:31,2,,,,,,1,1
text-normalization-challenge-russian-language__ebeb99a7b8544f61b4f9c9eba274b87c,text-normalization-challenge-russian-language,cards_senior_0809.jsonl:21,3,-1,,-1,,1,1,-1
text-normalization-challenge-russian-language__ec174734eaf9415fa081a4852ca11005,text-normalization-challenge-russian-language,cards_senior_0809.jsonl:22,1,,,,1,,-1,-1
text-normalization-challenge-russian-language__f02362c96a624c52979f060bb8045be0,text-normalization-challenge-russian-language,cards_senior_0809.jsonl:21,3,,,,,,-1,-1
text-normalization-challenge-russian-language__f0d7faf513c441be82742adf478c08e2,text-normalization-challenge-russian-language,cards_senior_0809.jsonl:22,1,,,,,,-1,-1
text-normalization-challenge-russian-language__f2eb66a6e7c744108bd9b448d0f52221,text-normalization-challenge-russian-language,cards_senior_0809.jsonl:21,3,,,,,,-1,-1
text-normalization-challenge-russian-language__f84ffb79f8d148e590cf14ff86a8d74a,text-normalization-challenge-russian-language,cards_senior_0809.jsonl:24,4,,,,,,-1,1
text-normalization-challenge-russian-language__f88e9a43f4f14c33a408a333ef5b366f,text-normalization-challenge-russian-language,cards_senior_0809.jsonl:21,3,,,,,,1,1
text-normalization-challenge-russian-language__fa05e6db990c4a3f923e24f07a4dd022,text-normalization-challenge-russian-language,cards_senior_0809.jsonl:24,4,,,,,,-1,1
text-normalization-challenge-russian-language__fcc091b138734455bc94999d59cc3969,text-normalization-challenge-russian-language,cards_senior_0809.jsonl:24,4,,,,1,,1,-1
text-normalization-challenge-russian-language__fd4e4dffabae4d81961fd102885e4f67,text-normalization-challenge-russian-language,cards_senior_0809.jsonl:21,3,,,,,,1,-1
text-normalization-challenge-russian-language__fdf7e0882b354e96984148549373bfbf,text-normalization-challenge-russian-language,cards_senior_0809.jsonl:25,4,,,,,,1,-1
tweet-sentiment-extraction__0029874e9bca4b9281cb6a2b0f4d1186,tweet-sentiment-extraction,cards_senior_0806.jsonl:23,2,,,,,,1,1
tweet-sentiment-extraction__06c28fa9729b4b75b05f625d0a04208d,tweet-sentiment-extraction,cards_senior_0806.jsonl:25,3,,,,,,-1,-1
tweet-sentiment-extraction__0704edfdcb91490a9c2eb9e5229b368e,tweet-sentiment-extraction,cards_senior_0806.jsonl:25,3,,,,,,1,-1
tweet-sentiment-extraction__07308a9654e44579939cb5286da0ac21,tweet-sentiment-extraction,cards_senior_0806.jsonl:23,2,,,1,1,,-1,1
tweet-sentiment-extraction__0a547f62c7ad4b10b72faf89ef57f8f6,tweet-sentiment-extraction,cards_senior_0806.jsonl:23,2,,,,,,-1,-1
tweet-sentiment-extraction__0c43117d08094fbc83f357d1254e2032,tweet-sentiment-extraction,cards_senior_0806.jsonl:25,3,,1,,1,,-1,1
tweet-sentiment-extraction__19b16e2b42054d509e75610b946d76ea,tweet-sentiment-extraction,cards_senior_0806.jsonl:25,3,,1,,,,-1,-1
tweet-sentiment-extraction__38d5dc1be0324ebfa54211905447986d,tweet-sentiment-extraction,cards_senior_0806.jsonl:25,3,1,,1,,-1,1,-1
tweet-sentiment-extraction__4084a80612be4ba5aefa83f11424deae,tweet-sentiment-extraction,cards_senior_0806.jsonl:23,2,,-1,,,,-1,-1
tweet-sentiment-extraction__425c0737678c47998efc7ed5d1b1ab7c,tweet-sentiment-extraction,cards_senior_0806.jsonl:23,2,,,,,,1,1
tweet-sentiment-extraction__5311218d9e644711bc0c57569ae3075d,tweet-sentiment-extraction,cards_senior_0808.jsonl:30,2,,,,,,-1,1
tweet-sentiment-extraction__5871f2387b5445f9b976e1a57ce3844e,tweet-sentiment-extraction,cards_senior_0806.jsonl:25,3,,,,,,-1,-1
tweet-sentiment-extraction__695e6189b039483dbfc3171cc5cff0cc,tweet-sentiment-extraction,cards_senior_0806.jsonl:23,2,,,,,,1,1
tweet-sentiment-extraction__731fdbd5ce7f48bf82d6d1cdd64b91cd,tweet-sentiment-extraction,cards_senior_0806.jsonl:25,3,1,,1,,1,-1,-1
tweet-sentiment-extraction__7937b43db846420bb0a9f40b06dbccfb,tweet-sentiment-extraction,cards_senior_0806.jsonl:23,2,,-1,,,,-1,-1
tweet-sentiment-extraction__7a21c4ad01ac409eab43f5c26dbb1a41,tweet-sentiment-extraction,cards_senior_0806.jsonl:23,2,,,,,,1,-1
tweet-sentiment-extraction__7b89dabd8a7c45adac15702078a1a050,tweet-sentiment-extraction,cards_senior_0806.jsonl:23,2,,,,,,1,1
tweet-sentiment-extraction__96b897890ad14e3999778b526ffe6153,tweet-sentiment-extraction,cards_senior_0806.jsonl:25,3,,,,,,-1,1
tweet-sentiment-extraction__97da0a9a69ae4608a4a650793e1c2a99,tweet-sentiment-extraction,cards_senior_0806.jsonl:25,3,,,,1,,-1,-1
tweet-sentiment-extraction__9dbb38bfe3cc49868216d5aa985ea863,tweet-sentiment-extraction,cards_senior_0806.jsonl:23,2,1,,1,,1,1,-1
tweet-sentiment-extraction__a10b11d8c7e54192996924c111d06375,tweet-sentiment-extraction,cards_senior_0806.jsonl:23,2,,1,,,,1,-1
tweet-sentiment-extraction__aa5c91f988e846a794e7d63d6552a2b7,tweet-sentiment-extraction,cards_senior_0806.jsonl:25,3,,-1,,,,1,-1
tweet-sentiment-extraction__ab3ed45e7f8e48a7845a1bd211858d5c,tweet-sentiment-extraction,cards_senior_0806.jsonl:23,2,1,1,1,,1,-1,-1
tweet-sentiment-extraction__b0fc8db02ed44fb2bfebf9baafe78fbc,tweet-sentiment-extraction,cards_senior_0806.jsonl:25,3,,,,-1,,-1,-1
tweet-sentiment-extraction__b10c7d73394747e1b46295870c532d0f,tweet-sentiment-extraction,cards_senior_0806.jsonl:25,3,,,,,,-1,-1
tweet-sentiment-extraction__b6f200c19595412bbbf4e8dc537eab2c,tweet-sentiment-extraction,cards_senior_0806.jsonl:25,3,,,,,,1,1
tweet-sentiment-extraction__b89940050a8c4585bbaea6681475af0c,tweet-sentiment-extraction,cards_senior_0806.jsonl:23,2,,,,,,1,1
tweet-sentiment-extraction__c53f7f1ef76f40bd99a7aa8bd5661b7a,tweet-sentiment-extraction,cards_senior_0806.jsonl:23,2,,,,1,,-1,1
tweet-sentiment-extraction__c717785a8d5946d3becb4a5e4160c311,tweet-sentiment-extraction,cards_senior_0806.jsonl:25,3,1,,,,1,-1,-1
tweet-sentiment-extraction__c9510c43dbd543fca93ce53aa5b94575,tweet-sentiment-extraction,cards_senior_0806.jsonl:25,3,,,,,,-1,-1
tweet-sentiment-extraction__caf79baf889b46f4b624e19806a2e82f,tweet-sentiment-extraction,cards_senior_0806.jsonl:23,2,,1,,1,,-1,1
tweet-sentiment-extraction__d61c261b5f41449a9612b43b7914d95f,tweet-sentiment-extraction,cards_senior_0806.jsonl:25,3,,,,,,1,-1
tweet-sentiment-extraction__def9f1d4476549c19efb5fc414ff09bd,tweet-sentiment-extraction,cards_senior_0806.jsonl:25,3,,,,-1,,1,-1
tweet-sentiment-extraction__e16105114cde4e33aec82074767dcd1b,tweet-sentiment-extraction,cards_senior_0806.jsonl:25,3,-1,,-1,-1,-1,-1,1
tweet-sentiment-extraction__eaee46b7a2b843068bc49bfc3100ee3c,tweet-sentiment-extraction,cards_senior_0806.jsonl:23,2,,,1,,,-1,-1
tweet-sentiment-extraction__eea9821965574940becae445f09fb2e5,tweet-sentiment-extraction,cards_senior_0806.jsonl:23,2,,,,,,1,-1
tweet-sentiment-extraction__f01b12a1eb53462889b59114a29ff7f1,tweet-sentiment-extraction,cards_senior_0806.jsonl:25,3,,,,,,1,-1
tweet-sentiment-extraction__f2b728f2f03941809ca6a6907f723f27,tweet-sentiment-extraction,cards_senior_0808.jsonl:30,2,1,,1,,-1,-1,-1
tweet-sentiment-extraction__f752b09aa133495a9a089a4a58da7e5d,tweet-sentiment-extraction,cards_senior_0806.jsonl:23,2,,,,,,-1,-1
tweet-sentiment-extraction__f7c6e789689440b89ae1c4c0fb2c5386,tweet-sentiment-extraction,cards_senior_0806.jsonl:25,3,-1,,,,1,-1,-1
us-patent-phrase-to-phrase-matching__0017948c34254c0ea72a3f4360c11df2,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:1,4,,,,,,-1,1
us-patent-phrase-to-phrase-matching__01db21a0abb04b60879bb229a46cce62,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:1,4,,,,,,1,1
us-patent-phrase-to-phrase-matching__02be900b51d3428488039036c4b080da,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,,-1,,,,-1,-1
us-patent-phrase-to-phrase-matching__02efcd6c4d76486e9d03987f69d4fcdf,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:1,4,,,,-1,,-1,1
us-patent-phrase-to-phrase-matching__03caca721f3049f99e14d762de01baea,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:1,4,,,,,,-1,-1
us-patent-phrase-to-phrase-matching__03ed7910fa4245c0a4e6c671391be909,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,1,,1,,-1,-1,1
us-patent-phrase-to-phrase-matching__0419537b53394f4ead0b013fc9ca26ab,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:1,4,,,,,,-1,-1
us-patent-phrase-to-phrase-matching__048f20dc59664d78866a21c232446076,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,,,,,,1,-1
us-patent-phrase-to-phrase-matching__05972d7ff5f94a64aa30312edac85f3e,us-patent-phrase-to-phrase-matching,cards_senior_0805seq.jsonl:7,3,1,,1,1,1,-1,-1
us-patent-phrase-to-phrase-matching__05a83c515e754fc1a6f944e681713bf2,us-patent-phrase-to-phrase-matching,cards_senior_0806.jsonl:6,3,,-1,,,,-1,-1
us-patent-phrase-to-phrase-matching__0804305dccba4e7da889fdcbde22c3e3,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,,,,,,-1,1
us-patent-phrase-to-phrase-matching__087f80e9c06e42adbe41258a43dcc68e,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:1,4,,,,,,1,-1
us-patent-phrase-to-phrase-matching__08f4e68f560e47dea3266d2ee0f117e5,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:1,4,,-1,,,,1,1
us-patent-phrase-to-phrase-matching__09a60920e6ba46aeb8ce7ebe45172355,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:1,4,,,,,,1,-1
us-patent-phrase-to-phrase-matching__09f9ad979d834413a01d9a086dfe631f,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:1,4,,,-1,-1,,-1,-1
us-patent-phrase-to-phrase-matching__0af83cc1ce7748aabe63a7083c8c84be,us-patent-phrase-to-phrase-matching,cards_senior_0810.jsonl:5,4,-1,-1,-1,,-1,-1,-1
us-patent-phrase-to-phrase-matching__0b8a3d177d4b4e34ab7ea55a834dd88b,us-patent-phrase-to-phrase-matching,cards_senior_0805seq.jsonl:7,3,1,,,,-1,1,1
us-patent-phrase-to-phrase-matching__0ea4507619ec458fb4d1fa012691af96,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,,,,,,-1,1
us-patent-phrase-to-phrase-matching__112f6d2c564a47e09ecbc4ae82276761,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:1,4,,-1,-1,,,-1,-1
us-patent-phrase-to-phrase-matching__1194396bf6be42ffa6f8b8a6e0ff446f,us-patent-phrase-to-phrase-matching,cards_senior_0809.jsonl:2,3,,,,1,,1,1
us-patent-phrase-to-phrase-matching__12bba963ad42428e8729f016afafa8a5,us-patent-phrase-to-phrase-matching,cards_senior_0807.jsonl:5,4,-1,-1,-1,-1,-1,-1,1
